gene_id,BMi48B3,BMi48B4,CTRL48B1,CTRL48B2,TX48h,CTRL48h,log2FoldChange,pvalue,padj,gene_name,gene_chr,gene_start,gene_end,gene_strand,gene_length,gene_biotype,gene_description,tf_family,BMi48B3_count,BMi48B4_count,CTRL48B1_count,CTRL48B2_count,BMi48B3_fpkm,BMi48B4_fpkm,CTRL48B1_fpkm,CTRL48B2_fpkm
ENSG00000073584,214.9697225,189.5439703,89.84107195,92.8229802,202.2568464,91.33202608,1.14729196,7.003229980511e-06,3.37566252114872e-05,SMARCE1,17,40624962,40648864,-,18680,protein_coding,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1 [Source:HGNC Symbol;Acc:HGNC:11109]",HMG,231,208,89,82,0.806030446,0.712639947,0.335614584,0.343827279
ENSG00000226210,263.3611751,250.5989991,134.2568828,122.2546569,256.9800871,128.2557698,1.001345623,7.19714948884763e-06,3.46576082606653e-05,WASH8P,12,14522,32015,-,1817,unprocessed_pseudogene,"WAS protein family homolog 8, pseudogene [Source:HGNC Symbol;Acc:HGNC:53913]",-,283,275,133,108,10.15191206,9.686379194,5.15613647,4.655562678
ENSG00000129932,108.8807685,143.0692468,244.2869597,276.2049655,125.9750077,260.2459626,-1.045344999,7.25956275722815e-06,3.4924192365718e-05,DOHH,19,3490822,3500940,-,2031,protein_coding,deoxyhypusine hydroxylase [Source:HGNC Symbol;Acc:HGNC:28662],-,117,157,242,244,3.754847275,4.947359037,8.393307463,9.409861964
ENSG00000165970,38.15479922,39.18457078,2.018900493,2.263975127,38.669685,2.14143781,4.178185807,7.29478599799582e-06,3.50680901641517e-05,SLC6A5,11,20599400,20659285,+,7114,protein_coding,solute carrier family 6 member 5 [Source:HGNC Symbol;Acc:HGNC:11051],-,41,43,2,2,0.375652544,0.386846164,0.019803585,0.02202011
ENSG00000128242,43.73842838,66.52264341,154.4458877,141.4984454,55.13053589,147.9721666,-1.424017892,7.3353548583781e-06,3.52545591664734e-05,GAL3ST1,22,30554635,30574587,-,3017,protein_coding,galactose-3-O-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:24240],-,47,73,153,125,1.015404039,1.548571456,3.572266168,3.245174484
ENSG00000167680,5.583629155,7.290152702,46.43471135,48.67546523,6.436890929,47.55508829,-2.883740387,7.40253269234939e-06,3.5551542799387e-05,SEMA6B,19,4542593,4559808,-,4412,protein_coding,semaphorin 6B [Source:HGNC Symbol;Acc:HGNC:10739],-,6,8,46,43,0.088640477,0.11604814,0.734429339,0.763372132
ENSG00000101265,52.11387211,69.25645067,160.5025892,148.2903708,60.68516139,154.39648,-1.347117698,7.43825388802822e-06,3.5705781993768e-05,RASSF2,20,4780023,4823645,-,5759,protein_coding,Ras association domain family member 2 [Source:HGNC Symbol;Acc:HGNC:9883],-,56,76,159,131,0.633807373,0.844598321,1.944812493,1.781671229
ENSG00000188825,159.1334309,138.5129013,54.51031332,61.12732843,148.8231661,57.81882087,1.365543201,7.45768008633279e-06,3.5790359047712e-05,LINC00910,17,43369845,43389199,-,6895,lincRNA,long intergenic non-protein coding RNA 910 [Source:HGNC Symbol;Acc:HGNC:44361],-,171,152,54,54,1.616509193,1.410889552,0.551679923,0.613426931
ENSG00000213742,237.3042391,227.817272,114.0678779,110.9347812,232.5607555,112.5013295,1.04723669,7.4791090868328e-06,3.58845044994696e-05,ZNF337-AS1,20,25624045,25678074,+,5308,antisense,ZNF337 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40759],-,255,250,113,98,3.131306684,3.014343871,1.499599266,1.446100616
ENSG00000179148,65.14234014,52.85360709,151.417537,148.2903708,58.99797362,149.8539539,-1.345494764,7.5145385181674e-06,3.60457616591968e-05,ALOXE3,17,8095900,8119047,-,3760,protein_coding,arachidonate lipoxygenase 3 [Source:HGNC Symbol;Acc:HGNC:13743],-,70,58,150,131,1.213462987,0.987242512,2.810160364,2.728894842
ENSG00000186567,213.1085127,166.7622431,81.76546998,81.50310457,189.9353779,81.63428727,1.217932567,7.64593248388052e-06,3.66494043503721e-05,CEACAM19,19,44662278,44684359,+,5203,protein_coding,carcinoembryonic antigen related cell adhesion molecule 19 [Source:HGNC Symbol;Acc:HGNC:31951],-,229,183,81,72,2.868784959,2.251028345,1.09662687,1.083882041
ENSG00000187987,100.5053248,62.87756706,20.18900493,18.11180102,81.69144592,19.15040297,2.090371477,7.7556004297113e-06,3.71032420557638e-05,ZSCAN23,6,28431930,28443502,-,3283,protein_coding,zinc finger and SCAN domain containing 23 [Source:HGNC Symbol;Acc:HGNC:21193],zf-C2H2,108,69,20,16,2.144219353,1.345122719,0.429127951,0.381726622
ENSG00000254093,120.9786317,94.77198513,237.220808,220.7375749,107.8753084,228.9791914,-1.086894569,7.80830462738388e-06,3.73388556015485e-05,PINX1,8,10764963,10839884,-,2802,protein_coding,PIN2 (TERF1) interacting telomerase inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:30046],-,130,104,235,195,3.024068053,2.37546649,5.907822265,5.450920276
ENSG00000213390,78.17080816,72.90152702,184.7293951,166.4021718,75.53616759,175.5657835,-1.217744108,7.80862061504664e-06,3.73388556015485e-05,ARHGAP19,10,97222173,97292673,-,6167,protein_coding,Rho GTPase activating protein 19 [Source:HGNC Symbol;Acc:HGNC:23724],-,84,80,183,147,0.887813361,0.830232516,2.090281761,1.867010395
ENSG00000245498,93.06048591,73.81279611,20.18900493,22.63975127,83.43664101,21.4143781,1.963943884,7.88995698962386e-06,3.7709577253014e-05,AP000866.1,11,124800450,124834487,+,4854,antisense,uncharacterized LOC100507283 [Source:NCBI gene;Acc:100507283],-,100,81,20,20,1.342816184,1.067994329,0.290240433,0.322725716
ENSG00000272732,49.32205753,30.98314899,3.02835074,2.263975127,40.15260326,2.646162933,3.914529913,8.04292402918618e-06,3.83758499932695e-05,AC004982.1,7,7550104,7552440,-,1655,lincRNA,novel transcript,-,53,34,3,2,2.087344877,1.314814906,0.127688253,0.09465321
ENSG00000155085,134.0070997,129.4002105,48.45361184,48.67546523,131.7036551,48.56453853,1.439348419,8.14348933573127e-06,3.88276239247698e-05,AK9,6,109492856,109691217,-,10098,protein_coding,adenylate kinase 9 [Source:HGNC Symbol;Acc:HGNC:33814],-,144,142,48,43,0.929487309,0.899987915,0.334837092,0.333531179
ENSG00000002587,61.4199207,63.78883615,167.5687409,142.630433,62.60437842,155.099587,-1.30998409,8.28437833685906e-06,3.94613750216043e-05,HS3ST1,4,11393150,11429765,-,8166,protein_coding,heparan sulfate-glucosamine 3-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:5194],-,66,70,166,126,0.526806226,0.54862092,1.431945214,1.208549712
ENSG00000108839,111.6725831,84.74802517,25.23625617,31.69565178,98.21030413,28.46595397,1.790186826,8.29164352503828e-06,3.94864851302977e-05,ALOX12,17,6996065,7010736,+,2616,protein_coding,"arachidonate 12-lipoxygenase, 12S type [Source:HGNC Symbol;Acc:HGNC:429]",-,120,93,25,28,2.989921907,2.275248878,0.673178069,0.838346666
ENSG00000241945,98.64411506,81.10294882,206.9373006,191.3058982,89.87353194,199.1215994,-1.148712198,8.41369220729322e-06,4.00195936257564e-05,PWP2,21,44107290,44131181,+,6922,protein_coding,"PWP2, small subunit processome component [Source:HGNC Symbol;Acc:HGNC:9711]",-,106,89,205,169,0.998138044,0.822890619,2.08617125,1.912310719
ENSG00000160961,206.5942787,183.1650866,92.86942269,80.37111701,194.8796827,86.62026985,1.167667137,8.51870185231854e-06,4.04996180717765e-05,ZNF333,19,14689801,14733746,+,11611,protein_coding,zinc finger protein 333 [Source:HGNC Symbol;Acc:HGNC:15624],zf-C2H2,222,201,92,71,1.246234266,1.107924413,0.558143527,0.478952091
ENSG00000256043,39.08540408,54.67614527,2.018900493,7.923912944,46.88077468,4.971406719,3.267898469,8.55804589663193e-06,4.06573895487388e-05,CTSO,4,155924118,155953917,-,2954,protein_coding,cathepsin O [Source:HGNC Symbol;Acc:HGNC:2542],-,42,60,2,7,0.926734089,1.299943448,0.047692182,0.185605525
ENSG00000154889,217.761537,218.7045811,100.9450247,106.406831,218.2330591,103.6759278,1.074516659,8.66179622943054e-06,4.11206941802735e-05,MPPE1,18,11882622,11909223,-,7630,protein_coding,metallophosphoesterase 1 [Source:HGNC Symbol;Acc:HGNC:15988],-,234,240,100,94,1.998976361,2.013123431,0.923215637,0.964954121
ENSG00000163596,295.9323452,238.752501,131.2285321,134.7065201,267.3424231,132.9675261,1.007687494,8.68531492255065e-06,4.12125892084423e-05,ICA1L,2,202773150,202871985,-,10598,protein_coding,islet cell autoantigen 1 like [Source:HGNC Symbol;Acc:HGNC:14442],-,318,262,130,119,1.955777942,1.582198892,0.864066419,0.879480867
ENSG00000283189,44.66903324,39.18457078,5.047251233,2.263975127,41.92680201,3.65561318,3.498657031,8.70795491441022e-06,4.12903411622717e-05,AC104452.1,3,49416777,49429314,-,6807,protein_coding,novel protein,-,48,43,5,2,0.459623077,0.40429317,0.051741849,0.023013231
ENSG00000124787,97.71351021,119.3762505,240.2491587,216.2096246,108.5448804,228.2293917,-1.072544354,9.03431297639221e-06,4.27559385449042e-05,RPP40,6,4994732,5004063,-,1962,protein_coding,ribonuclease P/MRP subunit p40 [Source:HGNC Symbol;Acc:HGNC:20992],-,105,131,238,191,3.488242225,4.273227283,8.544873621,7.624962532
ENSG00000151014,96.78290535,118.4649814,245.2964099,210.5496868,107.6239434,227.9230484,-1.083226482,9.13648702881566e-06,4.32085153038975e-05,NOCT,4,139015789,139045939,+,2504,protein_coding,nocturnin [Source:HGNC Symbol;Acc:HGNC:14254],Others,104,130,243,186,2.707168909,3.322712212,6.835961985,5.818110555
ENSG00000181016,111.6725831,117.5537123,40.37800987,37.35558959,114.6131477,38.86679973,1.558946605,9.15293633248756e-06,4.32759744572091e-05,LSMEM1,7,112480853,112491062,+,2592,protein_coding,leucine rich single-pass membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:22036],-,120,129,40,33,3.017606369,3.185212512,1.087057919,0.997200052
ENSG00000206530,118.1868171,99.32833057,39.36855962,29.43167665,108.7575738,34.40011814,1.655712323,9.22521555729297e-06,4.3555332378485e-05,CFAP44,3,113286947,113441610,-,12143,protein_coding,cilia and flagella associated protein 44 [Source:HGNC Symbol;Acc:HGNC:25631],-,127,109,39,26,0.68170121,0.574492288,0.22623839,0.167706812
ENSG00000184481,189.8433913,249.6877301,91.85997245,107.5388185,219.7655607,99.69939549,1.14258941,9.50954641882791e-06,4.48016356734789e-05,FOXO4,X,71096197,71103535,+,3447,protein_coding,forkhead box O4 [Source:HGNC Symbol;Acc:HGNC:7139],Fork,204,274,91,95,3.857493677,5.087365955,1.859635374,2.158667095
ENSG00000255346,293.1405306,263.3567664,160.5025892,104.1428558,278.2486485,132.3227225,1.067541613,9.60587783031962e-06,4.52339553750144e-05,NOX5,15,68930525,69062743,+,12511,protein_coding,NADPH oxidase 5 [Source:HGNC Symbol;Acc:HGNC:14874],-,315,289,159,92,1.641099331,1.47839171,0.895226213,0.575969058
ENSG00000273024,93.06048591,92.94944696,26.24570641,28.29968909,93.00496643,27.27269775,1.771181277,9.61676526828819e-06,4.52637007851036e-05,INTS4P2,7,65647823,65718688,+,2019,transcribed_unprocessed_pseudogene,integrator complex subunit 4 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:22351],-,100,102,26,25,3.228345595,3.233311543,0.907119951,0.969855514
ENSG00000124920,52.11387211,39.18457078,130.2190818,123.3866444,45.64922144,126.8028631,-1.47505084,9.66594044733179e-06,4.54519507359576e-05,MYRF,11,61752642,61788518,+,10680,protein_coding,myelin regulatory factor [Source:HGNC Symbol;Acc:HGNC:1181],NDT80/PhoG,56,43,129,109,0.341769351,0.257680113,0.850836569,0.799389786
ENSG00000237276,96.78290535,81.10294882,22.20790543,27.16770152,88.94292708,24.68780347,1.852456358,9.69670940125717e-06,4.55749943999287e-05,ANO7L1,1,16215909,16228027,-,1990,transcribed_unprocessed_pseudogene,anoctamin 7 like 1 [Source:HGNC Symbol;Acc:HGNC:32248],-,104,89,22,24,3.406407511,2.862336114,0.778748628,0.944629524
ENSG00000170537,94.92169563,74.7240652,210.9751016,175.4580723,84.82288041,193.2165869,-1.189525259,9.75843535094801e-06,4.58324805693328e-05,TMC7,16,18983934,19063942,+,5638,protein_coding,transmembrane channel like 7 [Source:HGNC Symbol;Acc:HGNC:23000],-,102,82,209,155,1.179210775,0.93083452,2.611252714,2.153326953
ENSG00000270344,137.7295191,106.6184833,43.40636061,40.75155228,122.1740012,42.07895645,1.536481362,9.79695731591617e-06,4.59915943586242e-05,POC1B-AS1,12,89525654,89548005,+,8041,antisense,POC1B antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:52949],-,148,117,43,36,1.199687109,0.931235449,0.376691728,0.350667719
ENSG00000135828,136.7989143,151.2706686,46.43471135,63.39130355,144.0347914,54.91300745,1.395889534,1.00113735237692e-05,4.69536500146277e-05,RNASEL,1,182573634,182589256,-,6125,protein_coding,ribonuclease L [Source:HGNC Symbol;Acc:HGNC:10050],-,147,166,46,56,1.564327142,1.734545493,0.529028938,0.716119144
ENSG00000016391,62.35052556,88.39310152,182.7104946,174.3260848,75.37181354,178.5182897,-1.243533411,1.04616834078745e-05,4.89497050735558e-05,CHDH,3,53812335,53846390,-,7758,protein_coding,choline dehydrogenase [Source:HGNC Symbol;Acc:HGNC:24288],-,67,97,181,154,0.562913114,0.800213104,1.643449976,1.554799153
ENSG00000228393,100.5053248,105.7072142,36.34020888,28.29968909,103.1062695,32.31994898,1.669515564,1.05226862780891e-05,4.9211882980834e-05,LINC01004,7,104950315,105013044,-,1131,antisense,long intergenic non-protein coding RNA 1004 [Source:HGNC Symbol;Acc:HGNC:48961],-,108,116,36,25,6.224113296,6.56415888,2.242165086,1.731333584
ENSG00000170579,146.1049629,169.4960503,65.61426603,63.39130355,157.8005066,64.50278479,1.290344581,1.06283077414827e-05,4.96706614270425e-05,DLGAP1,18,3496032,4455335,-,12106,protein_coding,DLG associated protein 1 [Source:HGNC Symbol;Acc:HGNC:2905],-,157,186,65,56,0.845308667,0.983322495,0.378216418,0.362318665
ENSG00000074317,8.375443732,10.02395997,50.47251233,56.59937817,9.199701849,53.53594525,-2.539382301,1.0823332727526e-05,5.05701646618023e-05,SNCB,5,176620084,176630556,-,2006,protein_coding,synuclein beta [Source:HGNC Symbol;Acc:HGNC:11140],-,9,11,50,50,0.292434037,0.350950169,1.755766529,1.952281439
ENSG00000168876,263.3611751,232.3736174,129.2096316,116.594719,247.8673963,122.9021753,1.010581283,1.09218033853911e-05,5.10061867132886e-05,ANKRD49,11,94493629,94499583,+,3526,protein_coding,ankyrin repeat domain 49 [Source:HGNC Symbol;Acc:HGNC:25970],-,283,255,128,103,5.231430576,4.628513901,2.55714498,2.288011835
ENSG00000168255,143.3131483,184.0763557,72.68041776,58.8633533,163.694752,65.77188553,1.312824588,1.09765461541288e-05,5.12376792667158e-05,POLR2J3,7,102537918,102572653,-,3190,protein_coding,RNA polymerase II subunit J3 [Source:HGNC Symbol;Acc:HGNC:33853],-,154,202,72,52,3.146635055,4.052699346,1.589898879,1.276779821
ENSG00000187630,128.4234706,128.4889414,229.145206,287.5248411,128.456206,258.3350236,-1.006329417,1.1016233520891e-05,5.1410820243819e-05,DHRS4L2,14,23969874,24006408,+,2516,protein_coding,dehydrogenase/reductase 4 like 2 [Source:HGNC Symbol;Acc:HGNC:19731],-,138,141,227,254,3.575071965,3.58667624,6.355400302,7.907267473
ENSG00000257337,224.275771,184.9876248,84.79382072,100.7468931,204.6316979,92.77035693,1.143343437,1.12145464461748e-05,5.22747250913008e-05,AC068888.1,12,53014596,53054438,-,5622,antisense,uncharacterized LOC283335 [Source:NCBI gene;Acc:283335],-,241,203,84,89,2.794103827,2.310941206,1.052485532,1.239945267
ENSG00000146410,63.28113042,58.32122162,149.3986365,149.4223584,60.80117602,149.4104974,-1.297313044,1.12949343165791e-05,5.26122928208293e-05,MTFR2,6,136231024,136250335,-,2450,protein_coding,mitochondrial fission regulator 2 [Source:HGNC Symbol;Acc:HGNC:21115],-,68,64,148,132,1.80908581,1.671851078,4.25523276,4.219987811
ENSG00000228486,111.6725831,116.6424432,44.41581085,31.69565178,114.1575132,38.05573132,1.579546556,1.14050522591295e-05,5.3075297237857e-05,C2orf92,2,97664217,97703064,+,6501,protein_coding,chromosome 2 open reading frame 92 [Source:HGNC Symbol;Acc:HGNC:49272],-,120,128,44,28,1.203143472,1.26012464,0.476760427,0.337350389
ENSG00000229852,141.4519386,134.867825,52.49141283,54.33540305,138.1598818,53.41340794,1.371537608,1.14112393897263e-05,5.30916155397977e-05,AC019205.1,6,73263215,73301401,+,6660,antisense,"novel transcript, antisense to KHDC1",-,152,148,52,48,1.487598383,1.422234424,0.549992547,0.564508334
ENSG00000139618,111.6725831,110.2635596,246.3058602,210.5496868,110.9680714,228.4277735,-1.042814436,1.15221675671405e-05,5.3582543046439e-05,BRCA2,13,32315474,32400266,+,12273,protein_coding,"BRCA2, DNA repair associated [Source:HGNC Symbol;Acc:HGNC:1101]",-,120,121,244,186,0.637304303,0.630983984,1.400447337,1.187040563
ENSG00000102805,135.8683094,142.1579777,52.49141283,55.46739061,139.0131436,53.97940172,1.365645476,1.16120416328605e-05,5.396248160029e-05,CLN5,13,76990660,77019143,+,22814,protein_coding,"CLN5, intracellular trafficking protein [Source:HGNC Symbol;Acc:HGNC:2076]",-,146,156,52,49,0.417126477,0.437629774,0.16055713,0.168227888
ENSG00000139132,278.2508529,197.7453921,111.0395271,109.8027937,237.9981225,110.4211604,1.107442874,1.17550591463334e-05,5.45886756042858e-05,FGD4,12,32399529,32646050,+,10629,protein_coding,"FYVE, RhoGEF and PH domain containing 4 [Source:HGNC Symbol;Acc:HGNC:19125]",-,299,217,110,97,1.833559975,1.30662519,0.729000738,0.714796927
ENSG00000188015,43.73842838,47.38599257,132.2379823,116.594719,45.56221047,124.4163507,-1.450010178,1.17610215569604e-05,5.46035614058036e-05,S100A3,1,153547329,153549372,-,955,protein_coding,S100 calcium binding protein A3 [Source:HGNC Symbol;Acc:HGNC:10493],-,47,52,131,103,3.207826163,3.484846651,9.662635874,8.447675108
ENSG00000241360,88.40746161,94.77198513,175.6443429,230.9254629,91.58972337,203.2849029,-1.148165252,1.20474513503545e-05,5.58417555453127e-05,PDXP,22,37658727,37666934,+,2203,protein_coding,pyridoxal phosphatase [Source:HGNC Symbol;Acc:HGNC:30259],-,95,104,174,204,2.810770889,3.021360465,5.563683815,7.253022421
ENSG00000124479,13.95907289,19.13665084,79.74656949,62.25931599,16.54786187,71.00294274,-2.101918537,1.21378835784789e-05,5.62083053905433e-05,NDP,X,43948776,43973504,-,1928,protein_coding,"NDP, norrin cystine knot growth factor [Source:HGNC Symbol;Acc:HGNC:7678]",-,15,21,79,55,0.507108124,0.697101416,2.886341752,2.234390158
ENSG00000169252,85.61564704,75.63533429,182.7104946,178.854035,80.62549066,180.7822648,-1.165402103,1.22306925336558e-05,5.6624847199997e-05,ADRB2,5,148825245,148828687,+,3443,protein_coding,adrenoceptor beta 2 [Source:HGNC Symbol;Acc:HGNC:286],-,92,83,181,158,1.741675102,1.542853783,3.703132418,3.59437524
ENSG00000120278,147.0355677,162.2058976,62.58591529,64.52329112,154.6207327,63.55460321,1.283240211,1.24068275882373e-05,5.73866481113099e-05,PLEKHG1,6,150599883,150843665,+,10294,protein_coding,pleckstrin homology and RhoGEF domain containing G1 [Source:HGNC Symbol;Acc:HGNC:20884],-,158,178,62,57,1.000435887,1.106673571,0.424263056,0.433704613
ENSG00000232973,47.46084781,37.3620326,3.02835074,5.659937817,42.41144021,4.344144279,3.303187806,1.2491329347602e-05,5.77475490016079e-05,CYP1B1-AS1,2,38073447,38231651,+,7447,antisense,CYP1B1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:28543],-,51,41,3,5,0.446380445,0.352359677,0.028377073,0.052588647
ENSG00000259972,81.8932276,71.07898885,20.18900493,18.11180102,76.48610823,19.15040297,1.995614621,1.25868389413269e-05,5.81513720718267e-05,AC009120.2,16,74305127,74335346,-,3297,processed_transcript,"novel transcript, antisense to PSMD7",-,88,78,20,16,1.739722835,1.514116721,0.427305751,0.380105703
ENSG00000152953,21.40391176,20.95918902,79.74656949,78.10714188,21.18155039,78.92685568,-1.897926689,1.27795174389795e-05,5.90140178121771e-05,STK32B,4,5051442,5500998,+,5324,protein_coding,serine/threonine kinase 32B [Source:HGNC Symbol;Acc:HGNC:14217],-,23,23,79,69,0.281582803,0.276486219,1.045241716,1.01511301
ENSG00000157578,159.1334309,143.0692468,66.62371628,54.33540305,151.1013388,60.47955966,1.317884661,1.27968975128168e-05,5.90805016640676e-05,LCA5L,21,39405844,39445805,-,5841,protein_coding,"LCA5L, lebercilin like [Source:HGNC Symbol;Acc:HGNC:1255]",-,171,157,66,48,1.908205938,1.72026814,0.795947493,0.643661275
ENSG00000232859,97.71351021,104.7959451,38.35910937,21.50776371,101.2547277,29.93343654,1.74913905,1.29356002645657e-05,5.96652302841145e-05,LYRM9,17,27878314,27894752,-,5380,protein_coding,LYR motif containing 9 [Source:HGNC Symbol;Acc:HGNC:27314],-,105,115,38,19,1.272106179,1.368041477,0.497541156,0.27661433
ENSG00000240498,86.5462519,75.63533429,19.17955469,23.77173883,81.09079309,21.47564676,1.920601627,1.31016505494372e-05,6.0388943630941e-05,CDKN2B-AS1,9,21994778,22121097,+,8024,antisense,CDKN2B antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:34341],-,93,83,19,21,0.755454595,0.662019638,0.16679782,0.204989551
ENSG00000129946,80.96262274,69.25645067,15.1417537,21.50776371,75.10953671,18.3247587,2.041575591,1.32283265796434e-05,6.09444606272199e-05,SHC2,19,416583,460996,-,4131,protein_coding,SHC adaptor protein 2 [Source:HGNC Symbol;Acc:HGNC:29869],-,87,76,15,19,1.372715054,1.177448978,0.255778334,0.360248147
ENSG00000269439,123.7704463,112.0860978,46.43471135,35.09161447,117.928272,40.76316291,1.528060881,1.33196665775184e-05,6.13367394174214e-05,AC010618.3,19,17488990,17511889,-,2067,lincRNA,novel transcript,-,133,123,46,31,4.193991087,3.808450671,1.567635338,1.174693503
ENSG00000250903,130.2846803,132.1340177,42.39691036,55.46739061,131.209349,48.93215048,1.42713222,1.33773714335278e-05,6.15881493752793e-05,GMDS-DT,6,2245748,2482022,+,13177,lincRNA,GMDS divergent transcript [Source:HGNC Symbol;Acc:HGNC:48993],-,140,145,42,49,0.692512837,0.70426346,0.224522792,0.291261367
ENSG00000228878,58.62810612,70.16771976,16.15120395,10.18788807,64.39791294,13.16954601,2.280922702,1.40063488932006e-05,6.4349280022902e-05,SEPT7-AS1,7,35751856,35800616,-,4051,lincRNA,SEPT7 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:51153],-,63,77,16,9,1.013665452,1.216500192,0.278218131,0.17401377
ENSG00000263535,74.44838873,98.41706148,200.8805991,184.5139728,86.43272511,192.697286,-1.156693623,1.42852794906601e-05,6.55851287881348e-05,AK4P1,17,31345519,31346190,+,672,processed_pseudogene,adenylate kinase 4 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:364],-,80,108,199,163,7.759559234,10.28580253,20.85986499,18.99860359
ENSG00000174808,61.4199207,62.87756706,12.11340296,13.58385076,62.14874388,12.84862686,2.276503452,1.44016992874214e-05,6.60889842647515e-05,BTC,4,74744759,74794686,-,2816,protein_coding,betacellulin [Source:HGNC Symbol;Acc:HGNC:1121],-,66,69,12,12,1.527663224,1.568195272,0.300176221,0.333773571
ENSG00000262155,71.65657415,83.83675608,13.12285321,24.9037264,77.74666511,19.0132898,2.043174511,1.51935609665383e-05,6.95455670217838e-05,LINC02175,16,25066937,25068943,+,1875,lincRNA,long intergenic non-protein coding RNA 2175 [Source:HGNC Symbol;Acc:HGNC:27550],-,77,92,13,22,2.676737554,3.140293608,0.488393382,0.919019568
ENSG00000272374,111.6725831,95.68325422,38.35910937,27.16770152,103.6779187,32.76340545,1.656208876,1.52744546897147e-05,6.98996879816288e-05,Z97832.2,6,35220370,35224630,-,4261,lincRNA,"novel transcript, antisense to SCUBE3",-,120,105,38,24,1.83563382,1.577108109,0.628202633,0.441167039
ENSG00000142046,64.21173528,73.81279611,17.16065419,14.71583833,69.0122657,15.93824626,2.111525828,1.56053679203945e-05,7.13480879573715e-05,TMEM91,19,41350911,41384083,+,2796,protein_coding,transmembrane protein 91 [Source:HGNC Symbol;Acc:HGNC:32393],-,69,81,17,13,1.608526657,1.85409316,0.428291489,0.364174502
ENSG00000146350,146.1049629,145.803054,61.57646505,56.59937817,145.9540085,59.08792161,1.303308495,1.56581466467703e-05,7.15728715637972e-05,TBC1D32,6,121079494,121334745,-,6912,protein_coding,TBC1 domain family member 32 [Source:HGNC Symbol;Acc:HGNC:21485],-,157,160,61,50,1.480513125,1.481494192,0.621661247,0.566590939
ENSG00000234630,120.0480268,90.21563969,39.36855962,24.9037264,105.1318333,32.13614301,1.702557081,1.57049795390291e-05,7.17703794993101e-05,AC245060.2,22,22293733,22294794,+,524,lincRNA,novel transcript,-,129,99,39,22,16.04629463,12.09170679,5.242772466,3.288476507
ENSG00000183760,6.514234014,7.290152702,41.38746011,52.07142792,6.902193358,46.72944402,-2.757217301,1.6006446535289e-05,7.29964725024025e-05,ACP7,19,39083913,39111493,+,3107,protein_coding,"acid phosphatase 7, tartrate resistant (putative) [Source:HGNC Symbol;Acc:HGNC:33781]",-,7,8,41,46,0.146849721,0.164790599,0.929544731,1.159631298
ENSG00000285886,61.4199207,48.29726165,10.09450247,9.055900508,54.85859118,9.575201487,2.515711201,1.60308954373315e-05,7.3074318764508e-05,AC211476.6,7,72954797,72957106,+,2085,lincRNA,novel transcript,-,66,53,10,8,2.063261218,1.626872471,0.337848216,0.300529617
ENSG00000240038,39.08540408,35.53949442,1.009450247,1.131987563,37.31244925,1.070718905,5.126959588,1.62075579264359e-05,7.38456158939474e-05,AMY2B,1,103553815,103579534,+,7491,protein_coding,"amylase, alpha 2B (pancreatic) [Source:HGNC Symbol;Acc:HGNC:478]",-,42,39,1,1,0.365448204,0.333202698,0.009403465,0.010455951
ENSG00000151470,183.3291572,164.0284358,84.79382072,63.39130355,173.6787965,74.09256214,1.224932594,1.62737529943438e-05,7.41301637088255e-05,C4orf33,4,129093317,129116640,+,7015,protein_coding,chromosome 4 open reading frame 33 [Source:HGNC Symbol;Acc:HGNC:27025],-,197,180,84,56,1.830437437,1.642209385,0.843488762,0.625264398
ENSG00000055732,112.603188,102.0621378,37.34965913,35.09161447,107.3326629,36.2206368,1.566058699,1.66699050161418e-05,7.58649215877077e-05,MCOLN3,1,85018082,85048499,-,6623,protein_coding,mucolipin 3 [Source:HGNC Symbol;Acc:HGNC:13358],-,121,112,37,31,1.190822287,1.082298278,0.393527112,0.366615049
ENSG00000234456,60.48931584,60.1437598,12.11340296,12.4518632,60.31653782,12.28263308,2.296499571,1.69144691274317e-05,7.68719540013568e-05,MAGI2-AS3,7,79452877,79471208,+,11625,processed_transcript,MAGI2 antisense RNA 3 [Source:HGNC Symbol;Acc:HGNC:40862],-,65,66,12,11,0.364448976,0.363357956,0.072713655,0.074114481
ENSG00000224934,247.5408925,164.0284358,102.9639252,63.39130355,205.7846642,83.17761436,1.301301348,1.69872613716632e-05,7.71850650899661e-05,AL391684.1,10,99430919,99461743,+,6898,bidirectional_promoter_lncRNA,novel transcript,-,266,180,102,56,2.513476247,1.670063618,1.041608875,0.635869782
